entity_type,request_path,target_path,store_id,redirect_type
custom,in-our-stores,/,10,301
custom,hardware-1/marching-hardware/marching-tenor-stands,/hardware/marching-hardware/marching-tenor-stands/,10,301
custom,hardware/parts/1060702,/hardware/parts/keyboard-parts/,10,301
custom,cymbals-gongs-1/concert-and-marching-cymbals/finger-cymbals,/cymbals-gongs/concert-and-marching-cymbals/finger-cymbals/,10,301
custom,accessories-1/apparel,/accessories/apparel/,10,301
custom,world-percussion-1/ocean-drums,/world-percussion/ocean-drums/,10,301
custom,staging/buy-2-get-1-on-ip-marching-sticks-and-mallets/255481,/innovative-percussion-field-series-fs-bk-bret-kuhn-255481,10,301
custom,staging/free-shipping-product-feature,/featured/free-shipping-product-feature/,10,301
custom,drum-heads-1,/drum-heads/,10,301
custom,staging/thieve-s-market,/thieve-s-market/,10,301
custom,hardware/world-percussion-hardware-1/conga-stands,/hardware/world-percussion-hardware/conga-stands/,10,301
custom,drum-heads-1/drum-set-heads/tom-drum-set-heads,,10,301
custom,hardware-1/drumset-headware/straight-cymbal-stands,/hardware/drumset-headware/straight-cymbal-stands/,10,301
custom,marching-brass/marching-baritone,/marching-brass/marching-baritones/,10,301
custom,featured/marching-must-haves,/marching-must-haves/,10,301
custom,blogs/marion-june-2015-teacher-feature-amy-brandt.aspx,https://content.westmusic.com/,10,301
custom,cymbals-gongs-1/drumset-cymbals/effect-cymbals,/cymbals-gongs/drumset-cymbals/effect-cymbals/,10,301
custom,marching-brass-1/sousaphones,/marching-brass/sousaphones/,10,301
custom,staging/pasic-preview,/specials/pasic-preview/,10,301
custom,hardware-1/adapter-mounts-and-clamps/tom-arms-and-mounts,/hardware/adapter-mounts-and-clamps/tom-arms-and-mounts/,10,301
custom,hardware-1/adapter-mounts-and-clamps/marching-drum-mounts,/hardware/adapter-mounts-and-clamps/marching-drum-mounts/,10,301
custom,hardware/drum-set-hardware/bass-drum-pedals,/hardware/drumset-headware/bass-drum-pedals/,10,301
custom,custom-1/national-schools/kansas-state-university,/kansasstate/,10,301
custom,staging-1/zildjian-sticks-and-accessories,/zildjian-sticks-and-accessories/,10,301
custom,blogs/marion-may-2014-teacher-feature-amy-brandt.aspx,https://content.westmusic.com/,10,301
custom,accessories-1/drum-rugs,/accessories/drum-rugs/,10,301
custom,accessories-1,/accessories/,10,301
custom,hardware/marching-hardware/bass-stands,/hardware/marching-hardware/marching-bass-stands/,10,301
custom,practice-pads-2/concert-practice-pads,/practice-pads/concert-practice-pads/,10,301
custom,drum-heads-2/world/tubano-heads,,10,301
custom,drum-heads-2/concert/timpani-heads,/drum-heads/concert/timpani-heads/,10,301
custom,sticks-mallets/drumset/,/drumsticks-mallets/drumsticks/drumset-sticks/,10,301
custom,sticks-mallets/concert/,/drumsticks-mallets/,10,301
custom,hardware-1/adapter-mounts-and-clamps/triangle-clips-and-mounts,/hardware/adapter-mounts-and-clamps/triangle-clips-and-mounts/,10,301
custom,1002401-games-teaching-aids,/classroom-furniture-equipment/,10,301
custom,hardware/world-percussion-hardware-1/bongo-stands,hardware/world-percussion-hardware/bongo-stands,10,301
custom,marching-brass-1,/marching-brass/,10,301
custom,hardware-1/world-percussion-hardware/accessory-percussion-mounts,,10,301
custom,staging/buy-2-get-1-on-ip-marching-sticks-and-mallets/263126,/innovative-percussion-field-series-fs-bk2-bret-263126,10,301
